species,scientific name,type,english name,english_name
Bombus pascuorum,Bombus pascuorum,Bumblebee,Common Carder Bee,Common Carder Bee
Bombus pratorum,Bombus pratorum,Bumblebee,Early Bumblebee,Early Bumblebee
Bombus ruderarius,Bombus ruderarius,Bumblebee,Red-shanked Carder Bee,Red-shanked Carder Bee
Bombus ruderatus,Bombus ruderatus,Bumblebee,Large Garden Bumblebee,Large Garden Bumblebee
Bombus rupestris,Bombus rupestris,Bumblebee,Red-tailed Cuckoo-bee,Red-tailed Cuckoo-bee
Bombus soroeensis,Bombus soroeensis,Bumblebee,Broken-belted Bumblebee,Broken-belted Bumblebee
Bombus sylvarum,Bombus sylvarum,Bumblebee,Shrill Carder Bee,Shrill Carder Bee
Bombus sylvestris,Bombus sylvestris,Bumblebee,Forest Cuckoo-bee,Forest Cuckoo-bee
Bombus vestalis,Bombus vestalis,Bumblebee,Vestal Cuckoo-bee,Vestal Cuckoo-bee
Bonbus humilis,Bonbus humilis,Bumblebee,Brown-banded Carder Bee,Brown-banded Carder Bee
Aglais io,Aglais io,Butterfly,Peacock,Peacock
Aglais urticae,Aglais urticae,Butterfly,Small Tortoiseshell,Small Tortoiseshell
Anthocharis cardamines,Anthocharis cardamines,Butterfly,Orange-tip,Orange-tip
Aphantopus hyperantus,Aphantopus hyperantus,Butterfly,Ringlet,Ringlet
Argynnis aglaja,Argynnis aglaja,Butterfly,Dark Green Fritillary,Dark Green Fritillary
Boloria euphrosyne,Boloria euphrosyne,Butterfly,Pearl-bordered Fritillary,Pearl-bordered Fritillary
Boloria selene,Boloria selene,Butterfly,Small Pearl-bordered Fritillary,Small Pearl-bordered Fritillary
Callophrys rubi,Callophrys rubi,Butterfly,Green Hairstreak,Green Hairstreak
Celastrina argiolus,Celastrina argiolus,Butterfly,Holly Blue,Holly Blue
Coenonympha pamphilus,Coenonympha pamphilus,Butterfly,Small Heath,Small Heath
Coenonympha tullia,Coenonympha tullia,Butterfly,Large Heath,Large Heath
Colias croceus,Colias croceus,Butterfly,Clouded Yellow,Clouded Yellow
Cupido minimus,Cupido minimus,Butterfly,Small Blue,Small Blue
Erebia aethiops,Erebia aethiops,Butterfly,Scotch Argus,Scotch Argus
Erebia epiphron,Erebia epiphron,Butterfly,Mountain Ringlet,Mountain Ringlet
Favonius quercus,Favonius quercus,Butterfly,Purple Hairstreak,Purple Hairstreak
Hipparchia semele,Hipparchia semele,Butterfly,Grayling,Grayling
Lasiommata megera,Lasiommata megera,Butterfly,Wall Brown,Wall Brown
Lycaena phlaeas,Lycaena phlaeas,Butterfly,Small Copper,Small Copper
Maniola jurtina,Maniola jurtina,Butterfly,Meadow Brown,Meadow Brown
Pararge aegeria,Pararge aegeria,Butterfly,Speckled Wood,Speckled Wood
Pieris brassicae,Pieris brassicae,Butterfly,Large White,Large White
Pieris napi,Pieris napi,Butterfly,Green-veined White,Green-veined White
Pieris napi thomsoni,Pieris napi thomsoni,Butterfly,Pieris napi thomsoni,Pieris napi thomsoni
Pieris rapae,Pieris rapae,Butterfly,Small White,Small White
Plebeius artaxerxes,Plebeius artaxerxes,Butterfly,Northern Brown Argus,Northern Brown Argus
Polygonia c-album,Polygonia c-album,Butterfly,Comma,Comma
Polyommatus icarus,Polyommatus icarus,Butterfly,Common Blue,Common Blue
Speyeria aglaja,Speyeria aglaja,Butterfly,Dark Green Fritillary,Dark Green Fritillary
Vanessa atalanta,Vanessa atalanta,Butterfly,Red Admiral,Red Admiral
Vanessa cardui,Vanessa cardui,Butterfly,Painted Lady,Painted Lady
Diphasiastrum alpinum,Diphasiastrum alpinum,Clubmoss,Alpine Clubmoss,Alpine Clubmoss
Diphasiastrum complanatum,Diphasiastrum complanatum,Clubmoss,Isslers Clubmoss,Isslers Clubmoss
Huperzia selago,Huperzia selago,Clubmoss,Fir Clubmoss,Fir Clubmoss
Isoetes echinospora,Isoetes echinospora,Clubmoss,Spring Quillwort,Spring Quillwort
Isoetes lacustris,Isoetes lacustris,Clubmoss,Quillwort,Quillwort
Lycopodiella inundata,Lycopodiella inundata,Clubmoss,Marsh Clubmoss,Marsh Clubmoss
Lycopodium annotinum,Lycopodium annotinum,Clubmoss,Interrupted Clubmoss,Interrupted Clubmoss
Lycopodium clavatum,Lycopodium clavatum,Clubmoss,Stags-horn Clubmoss,Stags-horn Clubmoss
Selaginella selaginoides,Selaginella selaginoides,Clubmoss,Lesser Clubmoss,Lesser Clubmoss
Aeshna caerulea,Aeshna caerulea,Dragonfly,Azure Hawker,Azure Hawker
Aeshna cyanea,Aeshna cyanea,Dragonfly,Southern Hawker,Southern Hawker
Aeshna grandis,Aeshna grandis,Dragonfly,Brown Hawker,Brown Hawker
Aeshna juncea,Aeshna juncea,Dragonfly,Common Hawker,Common Hawker
Aeshna mixta,Aeshna mixta,Dragonfly,Migrant Hawker,Migrant Hawker
Anax imperator,Anax imperator,Dragonfly,Emperor Dragonfly,Emperor Dragonfly
Anax parthenope,Anax parthenope,Dragonfly,Lesser Emperor,Lesser Emperor
Brachytron pratense,Brachytron pratense,Dragonfly,Hairy Dragonfly,Hairy Dragonfly
Calopteryx splendens,Calopteryx splendens,Dragonfly,Banded Demoiselle,Banded Demoiselle
Calopteryx virgo,Calopteryx virgo,Dragonfly,Beautiful Demoiselle,Beautiful Demoiselle
Coenagrion hastulatum,Coenagrion hastulatum,Dragonfly,Northern Damselfly,Northern Damselfly
Coenagrion puella,Coenagrion puella,Dragonfly,Azure Damselfly,Azure Damselfly
Coenagrion pulchellum,Coenagrion pulchellum,Dragonfly,Variable Damselfly,Variable Damselfly
Cordulegaster boltonii,Cordulegaster boltonii,Dragonfly,Golden-ringed Dragonfly,Golden-ringed Dragonfly
Cordulia aenea,Cordulia aenea,Dragonfly,Downy Emerald,Downy Emerald
Enallagma cyathigerum,Enallagma cyathigerum,Dragonfly,Common Blue Damselfly,Common Blue Damselfly
Ischnura elegans,Ischnura elegans,Dragonfly,Blue-tailed Damselfly,Blue-tailed Damselfly
Lestes sponsa,Lestes sponsa,Dragonfly,Emerald Damselfly,Emerald Damselfly
Leucorrhinia dubia,Leucorrhinia dubia,Dragonfly,White-faced Darter,White-faced Darter
Libellula depressa,Libellula depressa,Dragonfly,Broad-bodied Chaser,Broad-bodied Chaser
Libellula quadrimaculata,Libellula quadrimaculata,Dragonfly,Four-spotted Chaser,Four-spotted Chaser
Orthetrum cancellatum,Orthetrum cancellatum,Dragonfly,Black-tailed Skimmer,Black-tailed Skimmer
Orthetrum coerulescens,Orthetrum coerulescens,Dragonfly,Keeled Skimmer,Keeled Skimmer
Pyrrhosoma nymphula,Pyrrhosoma nymphula,Dragonfly,Large Red Damselfly,Large Red Damselfly
Somatochlora arctica,Somatochlora arctica,Dragonfly,Northern Emerald,Northern Emerald
Somatochlora metallica,Somatochlora metallica,Dragonfly,Brilliant Emerald,Brilliant Emerald
Sympetrum danae,Sympetrum danae,Dragonfly,Black Darter,Black Darter
Sympetrum fonscolombii,Sympetrum fonscolombii,Dragonfly,Red-veined Darter,Red-veined Darter
Sympetrum striolatum,Sympetrum striolatum,Dragonfly,Common Darter,Common Darter
Asplenium adiantum-nigrum,Asplenium adiantum-nigrum,Fern,Black Spleenwort,Black Spleenwort
Asplenium marinum,Asplenium marinum,Fern,Sea Spleenwort,Sea Spleenwort
Asplenium obovatum,Asplenium obovatum,Fern,Lanceolate Spleenwort,Lanceolate Spleenwort
Asplenium ruta-muraria,Asplenium ruta-muraria,Fern,Wall Rue,Wall Rue
Asplenium septentrionale,Asplenium septentrionale,Fern,Forked Spleenwort,Forked Spleenwort
Asplenium trichomanes,Asplenium trichomanes,Fern,Common Maiden-hair Spleenwort,Common Maiden-hair Spleenwort
Asplenium trichomanes-ramosum,Asplenium trichomanes-ramosum,Fern,Green Spleenwort,Green Spleenwort
Athyrium distentifolium,Athyrium distentifolium,Fern,Alpine Lady-fern,Alpine Lady-fern
Athyrium filix-femina,Athyrium filix-femina,Fern,Woodland Lady-fern,Woodland Lady-fern
Athyrium flexile,Athyrium flexile,Fern,Flexile Lady Fern,Flexile Lady Fern
Azolla filiculoides,Azolla filiculoides,Fern,Water Fern,Water Fern
Blechnum spicant,Blechnum spicant,Fern,Hard-fern,Hard-fern
Botrychium lunaria,Botrychium lunaria,Fern,Moonwort,Moonwort
Ceterach officinarum,Ceterach officinarum,Fern,Rustyback,Rustyback
Cryptogramma crispa,Cryptogramma crispa,Fern,Parsley Fern,Parsley Fern
Cystopteris dickieana,Cystopteris dickieana,Fern,Dickies Fern,Dickies Fern
Cystopteris fragilis,Cystopteris fragilis,Fern,Brittle Bladder-fern,Brittle Bladder-fern
Cystopteris montana,Cystopteris montana,Fern,Mountain Bladder-fern,Mountain Bladder-fern
Dryopteris aemula,Dryopteris aemula,Fern,Hay-scented Buckler-fern,Hay-scented Buckler-fern
Dryopteris affinis,Dryopteris affinis,Fern,Scaly Male-fern,Scaly Male-fern
Dryopteris borreri,Dryopteris borreri,Fern,Dryopteris borreri,Dryopteris borreri
Dryopteris carthusiana,Dryopteris carthusiana,Fern,Narrow Buckler-fern,Narrow Buckler-fern
Dryopteris cristata,Dryopteris cristata,Fern,Crested Buckler-fern,Crested Buckler-fern
Dryopteris dilatata,Dryopteris dilatata,Fern,Broad Buckler-fern,Broad Buckler-fern
Dryopteris expansa,Dryopteris expansa,Fern,Northern Buckler-fern,Northern Buckler-fern
Dryopteris filix-mas,Dryopteris filix-mas,Fern,Male Fern,Male Fern
Dryopteris oreades,Dryopteris oreades,Fern,Mountain Male-fern,Mountain Male-fern
Dryopteris remota,Dryopteris remota,Fern,Scaly Buckler-fern,Scaly Buckler-fern
Dryopteris submontana,Dryopteris submontana,Fern,Rigid Buckler-fern,Rigid Buckler-fern
Gymnocarpium dryopteris,Gymnocarpium dryopteris,Fern,Oak Fern,Oak Fern
Gymnocarpium robertianum,Gymnocarpium robertianum,Fern,Limestone Fern,Limestone Fern
Hymenophyllum tunbrigense,Hymenophyllum tunbrigense,Fern,Tunbridge Filmy-fern,Tunbridge Filmy-fern
Hymenophyllum wilsonii,Hymenophyllum wilsonii,Fern,Wilsons Filmy-fern,Wilsons Filmy-fern
Ophioglossum azoricum,Ophioglossum azoricum,Fern,Small Adders-tongue,Small Adders-tongue
Ophioglossum vulgatum,Ophioglossum vulgatum,Fern,Adders-tongues,Adders-tongues
Oreopteris limbosperma,Oreopteris limbosperma,Fern,Lemon-scented Fern,Lemon-scented Fern
Osmunda regalis,Osmunda regalis,Fern,Royal Fern,Royal Fern
Phegopteris connectilis,Phegopteris connectilis,Fern,Beech Fern,Beech Fern
Phyllitis scolopendrium,Phyllitis scolopendrium,Fern,Harts Tongue,Harts Tongue
Pilularia globulifera,Pilularia globulifera,Fern,Pillwort,Pillwort
Polypodium cambricum,Polypodium cambricum,Fern,Southern Polypody,Southern Polypody
Polypodium interjectum,Polypodium interjectum,Fern,Intermediate Polypody,Intermediate Polypody
Polypodium vulgare,Polypodium vulgare,Fern,Polypody,Polypody
Polystichum aculeatum,Polystichum aculeatum,Fern,Hard Shield-fern,Hard Shield-fern
Polystichum lonchitis,Polystichum lonchitis,Fern,Holly-fern,Holly-fern
Polystichum setiferum,Polystichum setiferum,Fern,Soft Shield-fern,Soft Shield-fern
Pteridium aquilinum,Pteridium aquilinum,Fern,Bracken,Bracken
Thelypteris palustris,Thelypteris palustris,Fern,Marsh Fern,Marsh Fern
Trichomanes speciosum,Trichomanes speciosum,Fern,Killarney Fern,Killarney Fern
Woodsia alpina,Woodsia alpina,Fern,Alpine Woodsia,Alpine Woodsia
Woodsia ilvensis,Woodsia ilvensis,Fern,Oblong Woodsia,Oblong Woodsia
Acipenser sturio,Acipenser sturio,Fish,Common Sturgeon,Common Sturgeon
Agonus cataphractus,Agonus cataphractus,Fish,Hook-nose,Hook-nose
Alosa alosa,Alosa alosa,Fish,Allis Shad,Allis Shad
Ameiurus melas,Ameiurus melas,Fish,Black bullhead,Black bullhead
Ammodytes tobianus,Ammodytes tobianus,Fish,Lesser Sand-eel,Lesser Sand-eel
Anguilla anguilla,Anguilla anguilla,Fish,European Eel,European Eel
Carassius gibelio,Carassius gibelio,Fish,Prussian carp,Prussian carp
Ciliata mustela,Ciliata mustela,Fish,Five-bearded Rockling,Five-bearded Rockling
Clupea harengus,Clupea harengus,Fish,Herring,Herring
Cyclopterus lumpus,Cyclopterus lumpus,Fish,Lumpsucker,Lumpsucker
Dicentrarchus labrax,Dicentrarchus labrax,Fish,Sea Bass,Sea Bass
Echiichthys vipera,Echiichthys vipera,Fish,Lesser Weever,Lesser Weever
Entelurus aequoreus,Entelurus aequoreus,Fish,Snake Pipefish,Snake Pipefish
Eutrigla gurnardus,Eutrigla gurnardus,Fish,Grey Gurnard,Grey Gurnard
Gadus morhua,Gadus morhua,Fish,Atlantic Cod,Atlantic Cod
Gambusia holbrooki,Gambusia holbrooki,Fish,Eastern mosquitofish,Eastern mosquitofish
Gasterosteus aculeatus,Gasterosteus aculeatus,Fish,Three-spined Stickleback,Three-spined Stickleback
Gobius niger,Gobius niger,Fish,Black Goby,Black Goby
Gobiusculus flavescens,Gobiusculus flavescens,Fish,Two-spotted Goby,Two-spotted Goby
Labrus bergylta,Labrus bergylta,Fish,Ballan Wrasse,Ballan Wrasse
Limanda limanda,Limanda limanda,Fish,Dab,Dab
Liparis montagui,Liparis montagui,Fish,Montagus Sea Snail,Montagus Sea Snail
Micropterus salmoides,Micropterus salmoides,Fish,Largemouth bass,Largemouth bass
Myoxocephalus scorpius,Myoxocephalus scorpius,Fish,Bull Rout,Bull Rout
Neogobius fluvaitilis,Neogobius fluvaitilis,Fish,Monkey goby,Monkey goby
Neogobius gynmotrachelus,Neogobius gynmotrachelus,Fish,Racer goby,Racer goby
Neogobius melanostomus,Neogobius melanostomus,Fish,Round goby,Round goby
Nototropis falcatus,Nototropis falcatus,Fish,Nototropis falcatus,Nototropis falcatus
Oncorhynchus mykiss,Oncorhynchus mykiss,Fish,Rainbow Trout,Rainbow Trout
Osmerus eperlanus,Osmerus eperlanus,Fish,Smelt,Smelt
Pholis gunnellus,Pholis gunnellus,Fish,Butterfish,Butterfish
Phoxinus phoxinus,Phoxinus phoxinus,Fish,Minnow,Minnow
Pimephales promelas,Pimephales promelas,Fish,Fathead minnow,Fathead minnow
Platichthys flesus,Platichthys flesus,Fish,Flounder,Flounder
Pleuronectes platessa,Pleuronectes platessa,Fish,Plaice,Plaice
Pollachius pollachius,Pollachius pollachius,Fish,Pollack,Pollack
Pollachius virens,Pollachius virens,Fish,Saithe,Saithe
Proterorhinus marmoratus,Proterorhinus marmoratus,Fish,Tubenose goby,Tubenose goby
Proterorhinus semilunaris,Proterorhinus semilunaris,Fish,Western goby,Western goby
Pseudorasbora parva,Pseudorasbora parva,Fish,Topmouth gudgeon,Topmouth gudgeon
Salmo salar,Salmo salar,Fish,Atlantic Salmon,Atlantic Salmon
Salmo trutta,Salmo trutta,Fish,Brown/Sea Trout,Brown/Sea Trout
Salmo trutta subsp. trutta,Salmo trutta subsp. trutta,Fish,Sea Trout,Sea Trout
Salvelinus malma,Salvelinus malma,Fish,Dolly Varden trout,Dolly Varden trout
Sander lucioperca,Sander lucioperca,Fish,Zander,Zander
Sargus iridatus,Sargus iridatus,Fish,Iridescent Centurion,Iridescent Centurion
Sepia officinalis,Sepia officinalis,Fish,Common Cuttlefish,Common Cuttlefish
Silurus glanis,Silurus glanis,Fish,Wels catfish,Wels catfish
Spinachia spinachia,Spinachia spinachia,Fish,Fifteen-spined Stickleback,Fifteen-spined Stickleback
Sprattus sprattus,Sprattus sprattus,Fish,Sprat,Sprat
Stictonectes lepidus,Stictonectes lepidus,Fish,Stictonectes lepidus,Stictonectes lepidus
Syngnathus acus,Syngnathus acus,Fish,Greater Pipefish,Greater Pipefish
Taurulus bubalis,Taurulus bubalis,Fish,Sea Scorpion,Sea Scorpion
Thymallus thymallus,Thymallus thymallus,Fish,Grayling,Grayling
Zoarces viviparus,Zoarces viviparus,Fish,Eelpout,Eelpout
Agromyza nana,Agromyza nana,Fly,Agromyza nana,Agromyza nana
Bellardia vulgaris,Bellardia vulgaris,Fly,Pale-veined Emerald-bottle,Pale-veined Emerald-bottle
Beris chalybata,Beris chalybata,Fly,Murky-legged Black Legionnaire,Murky-legged Black Legionnaire
Bibio marci,Bibio marci,Fly,St Marks Fly,St Marks Fly
Bombylius major,Bombylius major,Fly,Dark-edged Bee-fly,Dark-edged Bee-fly
Botanophila brunneilinea,Botanophila brunneilinea,Fly,Botanophila brunneilinea,Botanophila brunneilinea
Botanophila fugax,Botanophila fugax,Fly,Botanophila fugax,Botanophila fugax
Calliphora vicina,Calliphora vicina,Fly,Common Bluebottle,Common Bluebottle
Chaetopteryx villosa,Chaetopteryx villosa,Fly,Chaetopteryx villosa,Chaetopteryx villosa
Chaetostomella cylindrica,Chaetostomella cylindrica,Fly,Chaetostomella cylindrica,Chaetostomella cylindrica
Cheilosia albitarsis,Cheilosia albitarsis,Fly,Cheilosia albitarsis,Cheilosia albitarsis
Chloromyia formosa,Chloromyia formosa,Fly,Broad Centurion,Broad Centurion
Chlorops limbatus,Chlorops limbatus,Fly,Chlorops limbatus,Chlorops limbatus
Chromatomyia milii,Chromatomyia milii,Fly,Chromatomyia milii,Chromatomyia milii
Chromatomyia nigra,Chromatomyia nigra,Fly,Chromatomyia nigra,Chromatomyia nigra
Chromatomyia primulae,Chromatomyia primulae,Fly,Chromatomyia primulae,Chromatomyia primulae
Clunio marinus,Clunio marinus,Fly,Clunio marinus,Clunio marinus
Coelopa frigida,Coelopa frigida,Fly,Coelopa frigida,Coelopa frigida
Coelopa pilipes,Coelopa pilipes,Fly,Coelopa pilipes,Coelopa pilipes
Coenosia tigrina,Coenosia tigrina,Fly,Coenosia tigrina,Coenosia tigrina
Contarinia quinquenotata,Contarinia quinquenotata,Fly,Hemerocallis Gall Midge,Hemerocallis Gall Midge
Delia coarctata,Delia coarctata,Fly,Delia coarctata,Delia coarctata
Delia criniventris,Delia criniventris,Fly,Delia criniventris,Delia criniventris
Delia lamelliseta,Delia lamelliseta,Fly,Delia lamelliseta,Delia lamelliseta
Delia linearis,Delia linearis,Fly,Delia linearis,Delia linearis
Delia platura,Delia platura,Fly,Delia platura,Delia platura
Dicranomyia lackschewitzi,Dicranomyia lackschewitzi,Fly,Dicranomyia lackschewitzi,Dicranomyia lackschewitzi
Diplostyla concolor,Diplostyla concolor,Fly,Diplostyla concolor,Diplostyla concolor
Dolichopus nubilus,Dolichopus nubilus,Fly,Dolichopus nubilus,Dolichopus nubilus
Dolichopus ungulatus,Dolichopus ungulatus,Fly,Dolichopus ungulatus,Dolichopus ungulatus
Dorylomorpha confusa,Dorylomorpha confusa,Fly,Dorylomorpha confusa,Dorylomorpha confusa
Drosophila funebris,Drosophila funebris,Fly,Drosophila funebris,Drosophila funebris
Drusus annulatus,Drusus annulatus,Fly,Drusus annulatus,Drusus annulatus
Empis tessellata,Empis tessellata,Fly,Empis tessellata,Empis tessellata
Eudasyphora cyanella,Eudasyphora cyanella,Fly,Eudasyphora cyanella,Eudasyphora cyanella
Fannia fuscula,Fannia fuscula,Fly,Fannia fuscula,Fannia fuscula
Fannia genualis,Fannia genualis,Fly,Fannia genualis,Fannia genualis
Fannia lustrator,Fannia lustrator,Fly,Fannia lustrator,Fannia lustrator
Fannia parva,Fannia parva,Fly,Fannia parva,Fannia parva
Fannia postica,Fannia postica,Fly,Fannia postica,Fannia postica
Fannia scalaris,Fannia scalaris,Fly,Fannia scalaris,Fannia scalaris
Fucellia maritima,Fucellia maritima,Fly,Fucellia maritima,Fucellia maritima
Fucellia tergina,Fucellia tergina,Fly,Fucellia tergina,Fucellia tergina
Geomyza apicalis,Geomyza apicalis,Fly,Geomyza apicalis,Geomyza apicalis
Helina impuncta,Helina impuncta,Fly,Helina impuncta,Helina impuncta
Helina quadrum,Helina quadrum,Fly,Helina quadrum,Helina quadrum
Helina setiventris,Helina setiventris,Fly,Helina setiventris,Helina setiventris
Hydrophoria linogrisea,Hydrophoria linogrisea,Fly,Hydrophoria linogrisea,Hydrophoria linogrisea
Hydrotaea dentipes,Hydrotaea dentipes,Fly,Hydrotaea dentipes,Hydrotaea dentipes
Hylemya variata,Hylemya variata,Fly,Hylemya variata,Hylemya variata
Lestodiplosis macrorosae,Lestodiplosis macrorosae,Fly,Lestodiplosis macrorosae,Lestodiplosis macrorosae
Livia juncorum,Livia juncorum,Fly,Livia juncorum,Livia juncorum
Meigenia mutabilis,Meigenia mutabilis,Fly,Meigenia mutabilis,Meigenia mutabilis
Mesembrina meridiana,Mesembrina meridiana,Fly,Mesembrina meridiana,Mesembrina meridiana
Muscina levida,Muscina levida,Fly,Muscina levida,Muscina levida
Myospila meditabunda,Myospila meditabunda,Fly,Myospila meditabunda,Myospila meditabunda
Nineta flava,Nineta flava,Fly,Nineta flava,Nineta flava
Omiamima mollina,Omiamima mollina,Fly,Omiamima mollina,Omiamima mollina
Palloptera saltuum,Palloptera saltuum,Fly,Palloptera saltuum,Palloptera saltuum
Pegomya bicolor,Pegomya bicolor,Fly,Pegomya bicolor,Pegomya bicolor
Pegomya haemorrhoum,Pegomya haemorrhoum,Fly,Pegomya haemorrhoum,Pegomya haemorrhoum
Pegomya hyoscyami,Pegomya hyoscyami,Fly,Pegomya hyoscyami,Pegomya hyoscyami
Pegomya rubivora,Pegomya rubivora,Fly,Pegomya rubivora,Pegomya rubivora
Peponocranium ludicrum,Peponocranium ludicrum,Fly,Peponocranium ludicrum,Peponocranium ludicrum
Phaonia angelicae,Phaonia angelicae,Fly,Phaonia angelicae,Phaonia angelicae
Phaonia palpata,Phaonia palpata,Fly,Phaonia palpata,Phaonia palpata
Phaonia rufiventris,Phaonia rufiventris,Fly,Phaonia rufiventris,Phaonia rufiventris
Philonicus albiceps,Philonicus albiceps,Fly,Dune Robberfly,Dune Robberfly
Phytomyza plantaginis,Phytomyza plantaginis,Fly,Phytomyza plantaginis,Phytomyza plantaginis
Pseudocoenosia solitaria,Pseudocoenosia solitaria,Fly,Pseudocoenosia solitaria,Pseudocoenosia solitaria
Rhamphomyia pilifer,Rhamphomyia pilifer,Fly,Rhamphomyia pilifer,Rhamphomyia pilifer
Scathophaga calida,Scathophaga calida,Fly,Scathophaga calida,Scathophaga calida
Scathophaga litorea,Scathophaga litorea,Fly,Scathophaga litorea,Scathophaga litorea
Scathophaga stercoraria,Scathophaga stercoraria,Fly,Scathophaga stercoraria,Scathophaga stercoraria
